三一重工SCC1800履带起重机,● 安全的控制系统：工作和安装两种操作模式方便可靠；配有水平度实时显示、离机停止动作、紧急电气控制、防雷击保护、行走自动调向、闭路监控等功能，安全及监控装置齐全；● 卓越的操作性能……
三一重工SCC8500履带起重机,● 配重方式：采用移动配重及其控制技术，将中央配重、主机后配重和超起配重优化成一种……
山推SP45Y吊管机,● 整车具有高强度、高稳定性及美观性特点。● 钩杆卷扬及工作液压系统采用合资产品或进口元件。● 钩杆卷扬及配重操纵采用先导控制方式。● 采用四连杆式配重结构型式……
山推SP70Y吊管机,● 整车具有高强度、高稳定性及美观性特点。● 钩杆卷扬及工作液压系统采用合资产品或进口元件。● 钩杆卷扬及配重操纵采用先导控制方式。● 采用四连杆式配重结构型式……
山推SP70Y吊管机,● 整车具有高强度、高稳定性及美观性特点。● 钩杆卷扬及工作液压系统采用合资产品或进口元件。● 钩杆卷扬及配重操纵采用先导控制方式。● 采用四连杆式配重结构型式……
山推SP70Y吊管机,● 整车具有高强度、高稳定性及美观性特点。● 钩杆卷扬及工作液压系统采用合资产品或进口元件。● 钩杆卷扬及配重操纵采用先导控制方式。● 采用四连杆式配重结构型式……
山推SP45Y吊管机,● 整车具有高强度、高稳定性及美观性特点。● 钩杆卷扬及工作液压系统采用合资产品或进口元件。● 钩杆卷扬及配重操纵采用先导控制方式。● 采用四连杆式配重结构型式……
厦工XG580-DT2内燃平衡重式叉车,●标配锡柴CA6110动力、YQX100动力换挡变速箱，具有动力性好，扭矩大，加速快，效率高●采用高位进气方式并配置旋风式二级预滤器，提高进气系统清洁度，大大延长了发动机的使用寿命……
GTBZ43S型自行走直臂式高空作业平台,"●四轮驱动,四轮转向功能使其具备强大灵活的机动性能●全自动伸展轮轴●铝合金操作盒及控制面板更加坚固,也提高了防水性能●全封闭的线索设计，避免意外发生，导致昂贵线索替换●40%的爬坡……"
三一重工SDCY80K6C集装箱空箱堆高机,·工业化造型设计产品，造型优美，驾驶舒适。·三一专利技术的SYMC通用工程机械运动控制器。·水平可旋转吊具与双箱吊具，轮胎磨损小，工作效率高。·重叠式结构门架，操作视野好……
三一重工SDCY90K7H集装箱空箱堆高机,·工业化造型设计产品，造型优美，驾驶舒适。·三一专利技术的SYMC通用工程机械运动控制器。·水平可旋转吊具与双箱吊具，轮胎磨损小，工作效率高。·重叠式结构门架，操作视野好……
国际煤机EBH350重型掘进机,·机重125t；·全新智能化设计，可实现轨迹跟踪，自动切割等功能；·具备超强的截割能力，配套瑞典山特维克“S”级截齿，单轴抗压强度最大可达到130MPa；·截割部采用可伸缩横轴设计……
徐工12米臂架式桥梁检测车,·双动力系统 ·液压系统部分进口·进口原装遥控器·比例式操作·工作平台液压伺服调平·桥下检修状态全程监控·工作平台负载实时监控臂架式桥梁检测作业车特点·控制阀 进口电液比例控制阀，……
徐工16米臂架式桥梁检测车,·双动力系统 ·液压系统部分进口·进口原装遥控器·比例式操作·工作平台液压伺服调平·桥下检修状态全程监控·工作平台负载实时监控臂架式桥梁检测作业车特点·控制阀 进口电液比例控制阀，……
徐工XZJ5060TQZ平板清障车,·装备一套可伸缩、可倾斜的性能先进、可自动装卸的平台系统，具备“背托、托拖”两项强大功能，可节省更多人力、物力成本；·主要部件全部采用高强度钢板，通过折弯成型，承重性能好、抗压能力……
卡萨阁蓝地C900履带吊,……
中联重科ZCC3200NP履带起重机,……
卡萨阁蓝地C900履带吊,……
卡萨阁蓝地C850履带吊,……
卡萨阁蓝地C600履带吊,……
卡萨阁蓝地C400履带吊,……
中联重科ZCC3200NP履带起重机,……
浙江建机ZJD260塔式起重机,……
中昇QTZ3200（ZSL3200）平臂塔式起重机,……
川建SC型1t/1t施工升降机,……
浙江建机ZJD260塔式起重机,……
大汉SC200/200施工升降机,……
顶实SC200/200施工升降机,……
中昇QTZ3200（ZSL3200）平臂塔式起重机,……
力特SC施工升降机物料提升机,……
浙江建机SCD200/200P施工升降机,……
筑马LRS6沥青乳化设备,……
牡丹江专用汽车TQC5310JSQJ随车起重机,……
水山SSSB系列破碎锤,……
双牛三角形DBB系列挖掘机破碎锤,……
大连叉车FD180五层空箱作业叉车,……
林州重机EBZ系列掘进机,……
卡萨阁蓝地C900履带吊,……
卡萨阁蓝地C850履带吊,……
卡萨阁蓝地C600履带吊,……
卡萨阁蓝地C400履带吊,……
雷鸣重工LM454拖拉机,……
凯尔1204轮式拖拉机,……
海诺HNJ5252ZXX箱体可移动式系列垃圾车,……
卡萨阁蓝地C900履带吊,……
卡萨阁蓝地C850履带吊,……
抚挖QUY80A 液压履带式起重机履带起重机,……
卡萨阁蓝地C400履带吊,……
卡萨阁蓝地C600履带吊,……
中联重科ZCC3200NP履带起重机,……
陕汽德龙6×4液罐运输车,★ 具有高动力性、高可靠性、高安全性、低油耗、低重心等优点。◇ 罐体容积18-20方，最高车速95km/h，经济车速55-70km/h，适合在复合型工况下使用……
陕汽德龙6×2液罐运输车,★ 具有高动力性、高可靠性、高安全性、低油耗、低重心等优点。◇ 罐体容积18-20方，最高车速95km/h，经济车速55-70km/h，适合在公路工况下使用……
鲁能YN625越野内燃叉车,★采用一拖东方红柴油机，动力强劲。单级三元件变矩器，动力换挡变速箱，结构简单，可靠性高。★单泵分流工作液压系统，节能效果显著。★双密封液压管路接头，解决了渗油漏油问题……
中联重科ZTM300履带起重机,⑴ 强大的夯击能力：无门架时重锤重量可达15t，夯击能达300t?m；有门架时重锤重量可达30t，夯击能达600 t?m……
中联重科ZTM300履带起重机,⑴ 强大的夯击能力：无门架时重锤重量可达15t，夯击能达300t?m；有门架时重锤重量可达30t，夯击能达600 t?m……
三一重工桶基础海上风电施工装备,1）技术原理桶形基础顶端封闭，底端开口，是一种新型海洋平台基础形式……
三一重工SCC750C履带起重机,1. 安全的控制系统：工作和安装两种操作模式方便可靠，集成控制显示系统，配有水平仪、紧急电气控制、安全及监控装置齐全，可选配监控系统、电子水平仪;2. 卓越的操作性能：良好的微动性……
三一重工SCC750C履带起重机,1. 安全的控制系统：工作和安装两种操作模式方便可靠，集成控制显示系统，配有水平仪、紧急电气控制、安全及监控装置齐全，可选配监控系统、电子水平仪;2. 卓越的操作性能：良好的微动性……
中联重科QUY550履带起重机,1. 安全的控制系统：工作和安装两种操作模式方便可靠；配有力矩限制器、配有水平度接地比压及重心的实时显示、臂架防后倾、离机停止动作、紧急电气控制、防雷击保护、行走自动调向、闭路监控……
